Nome,Número,Peso,Altura,Tipos,Habilidades,Habilidades Descrição,Habilidades URL,Url Pokémon,Evoluções,Evoluções Número,Evoluções URL
Iron Hands,992,380.7 kg,180.0 cm,"Fighting,Electric",Quark Drive," Raises highest stat on Electric Terrain, or if holding Booster Energy.", https://pokemondb.net/ability/quark-drive,https://pokemondb.net/pokedex/iron-hands,,,
Iron Bundle,991,11.0 kg,60.0 cm,"Ice,Water",Quark Drive," Raises highest stat on Electric Terrain, or if holding Booster Energy.", https://pokemondb.net/ability/quark-drive,https://pokemondb.net/pokedex/iron-bundle,,,
Iron Treads,990,240.0 kg,90.0 cm,"Ground,Steel",Quark Drive," Raises highest stat on Electric Terrain, or if holding Booster Energy.", https://pokemondb.net/ability/quark-drive,https://pokemondb.net/pokedex/iron-treads,,,
Arctibax,997,30.0 kg,80.0 cm,"Dragon,Ice","Thermal Exchange,Ice Body"," Raises Attack when hit by a Fire-type move. Cannot be burned., The Pokémon gradually regains HP in a hailstorm."," https://pokemondb.net/ability/thermal-exchange, https://pokemondb.net/ability/ice-body",https://pokemondb.net/pokedex/arctibax,Baxcalibur, #0998," https://pokemondb.net/pokedex/arctibax, https://pokemondb.net/pokedex/baxcalibur"
Walking Wake,1009,280.0 kg,350.0 cm,"Water,Dragon",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/walking-wake,,,
Flutter Mane,987,4.0 kg,140.0 cm,"Ghost,Fairy",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/flutter-mane,,,
Great Tusk,984,320.0 kg,220.00000000000003 cm,"Ground,Fighting",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/great-tusk,,,
Scream Tail,985,8.0 kg,120.0 cm,"Fairy,Psychic",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/scream-tail,,,
Kingambit,983,120.0 kg,200.0 cm,"Dark,Steel","Defiant,Supreme Overlord,Pressure"," Sharply raises Attack when the Pokémon's stats are lowered., Attack and Special Attack are boosted for each party Pokémon that has been defeated., The Pokémon raises the foe's PP usage."," https://pokemondb.net/ability/defiant, https://pokemondb.net/ability/supreme-overlord, https://pokemondb.net/ability/pressure",https://pokemondb.net/pokedex/kingambit,,,
Dudunsparce,982,39.2 kg,360.0 cm,Normal,"Serene Grace,Run Away,Rattled,Serene Grace,Run Away,Rattled"," Boosts the likelihood of added effects appearing., Enables a sure getaway from wild Pokémon., Bug, Ghost or Dark type moves scare it and boost its Speed., Boosts the likelihood of added effects appearing., Enables a sure getaway from wild Pokémon., Bug, Ghost or Dark type moves scare it and boost its Speed."," https://pokemondb.net/ability/serene-grace, https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/rattled, https://pokemondb.net/ability/serene-grace, https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/rattled",https://pokemondb.net/pokedex/dudunsparce,,,
Dondozo,977,220.0 kg,1200.0 cm,Water,"Unaware,Oblivious,Water Veil"," Ignores any stat changes in the Pokémon., Prevents it from becoming infatuated., Prevents the Pokémon from getting a burn."," https://pokemondb.net/ability/unaware, https://pokemondb.net/ability/oblivious, https://pokemondb.net/ability/water-veil",https://pokemondb.net/pokedex/dondozo,,,
Slither Wing,988,92.0 kg,320.0 cm,"Bug,Fighting",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/slither-wing,,,
Brute Bonnet,986,21.0 kg,120.0 cm,"Grass,Dark",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/brute-bonnet,,,
Clodsire,980,223.0 kg,180.0 cm,"Poison,Ground","Poison Point,Water Absorb,Unaware"," Contact with the Pokémon may poison the attacker., Restores HP if hit by a Water-type move., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/poison-point, https://pokemondb.net/ability/water-absorb, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/clodsire,,,
Tatsugiri,978,8.0 kg,30.0 cm,"Dragon,Water","Commander,Storm Drain"," Goes inside the mouth of an ally Dondozo if one is on the field., Draws in all Water-type moves to up Sp. Attack."," https://pokemondb.net/ability/commander, https://pokemondb.net/ability/storm-drain",https://pokemondb.net/pokedex/tatsugiri,,,
Annihilape,979,56.0 kg,120.0 cm,"Fighting,Ghost","Vital Spirit,Inner Focus,Defiant"," Prevents the Pokémon from falling asleep., The Pokémon is protected from flinching., Sharply raises Attack when the Pokémon's stats are lowered."," https://pokemondb.net/ability/vital-spirit, https://pokemondb.net/ability/inner-focus, https://pokemondb.net/ability/defiant",https://pokemondb.net/pokedex/annihilape,,,
Sandy Shocks,989,60.0 kg,229.99999999999997 cm,"Electric,Ground",Protosynthesis," Raises highest stat in harsh sunlight, or if holding Booster Energy.", https://pokemondb.net/ability/protosynthesis,https://pokemondb.net/pokedex/sandy-shocks,,,
Farigiraf,981,160.0 kg,320.0 cm,"Normal,Psychic","Cud Chew,Armor Tail,Sap Sipper"," Can eat the same Berry twice., Prevents opponent using priority moves., Boosts Attack when hit by a Grass-type move."," https://pokemondb.net/ability/cud-chew, https://pokemondb.net/ability/armor-tail, https://pokemondb.net/ability/sap-sipper",https://pokemondb.net/pokedex/farigiraf,,,
Cetitan,975,700.0 kg,450.0 cm,Ice,"Thick Fat,Slush Rush,Sheer Force"," Ups resistance to Fire- and Ice-type moves., Boosts the Pokémon's Speed stat in a hailstorm., Removes added effects to increase move damage."," https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/slush-rush, https://pokemondb.net/ability/sheer-force",https://pokemondb.net/pokedex/cetitan,,,
Cetoddle,974,45.0 kg,120.0 cm,Ice,"Thick Fat,Snow Cloak,Sheer Force"," Ups resistance to Fire- and Ice-type moves., Raises evasion in a hailstorm., Removes added effects to increase move damage."," https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/snow-cloak, https://pokemondb.net/ability/sheer-force",https://pokemondb.net/pokedex/cetoddle,Cetitan, #0975, https://pokemondb.net/pokedex/cetitan
Flamigo,973,37.0 kg,160.0 cm,"Flying,Fighting","Scrappy,Tangled Feet,Costar"," Enables moves to hit Ghost-type Pokémon., Raises evasion if the Pokémon is confused., Copies ally's stat changes on entering battle."," https://pokemondb.net/ability/scrappy, https://pokemondb.net/ability/tangled-feet, https://pokemondb.net/ability/costar",https://pokemondb.net/pokedex/flamigo,,,
Glimmora,970,45.0 kg,150.0 cm,"Rock,Poison","Toxic Debris,Corrosion"," Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves., The Pokémon can poison Steel and Poison types."," https://pokemondb.net/ability/toxic-debris, https://pokemondb.net/ability/corrosion",https://pokemondb.net/pokedex/glimmora,,,
Houndstone,972,15.0 kg,200.0 cm,Ghost,"Sand Rush,Fluffy"," Boosts the Pokémon's Speed in a sandstorm., Halves damage from contact moves, but doubles damage from Fire-type moves."," https://pokemondb.net/ability/sand-rush, https://pokemondb.net/ability/fluffy",https://pokemondb.net/pokedex/houndstone,,,
Veluza,976,90.0 kg,250.0 cm,"Water,Psychic","Mold Breaker,Sharpness"," Moves can be used regardless of Abilities., Boosts the power of slicing moves."," https://pokemondb.net/ability/mold-breaker, https://pokemondb.net/ability/sharpness",https://pokemondb.net/pokedex/veluza,,,
Orthworm,968,310.0 kg,250.0 cm,Steel,"Earth Eater,Sand Veil"," Restores HP when hit by a Ground-type move., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net/ability/earth-eater, https://pokemondb.net/ability/sand-veil",https://pokemondb.net/pokedex/orthworm,,,
Glimmet,969,8.0 kg,70.0 cm,"Rock,Poison","Toxic Debris,Corrosion"," Scatters poison spikes at the feet of the opposing team when the Pokémon takes damage from physical moves., The Pokémon can poison Steel and Poison types."," https://pokemondb.net/ability/toxic-debris, https://pokemondb.net/ability/corrosion",https://pokemondb.net/pokedex/glimmet,Glimmora, #0970, https://pokemondb.net/pokedex/glimmora
Greavard,971,35.0 kg,60.0 cm,Ghost,"Pickup,Fluffy"," The Pokémon may pick up items., Halves damage from contact moves, but doubles damage from Fire-type moves."," https://pokemondb.net/ability/pickup, https://pokemondb.net/ability/fluffy",https://pokemondb.net/pokedex/greavard,Houndstone, #0972, https://pokemondb.net/pokedex/houndstone
Cyclizar,967,63.0 kg,160.0 cm,"Dragon,Normal","Shed Skin,Regenerator"," The Pokémon may heal its own status problems., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/shed-skin, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/cyclizar,,,
Revavroom,966,120.0 kg,180.0 cm,"Steel,Poison","Overcoat,Filter"," Protects the Pokémon from weather damage., Reduces damage from super-effective attacks."," https://pokemondb.net/ability/overcoat, https://pokemondb.net/ability/filter",https://pokemondb.net/pokedex/revavroom,,,
Varoom,965,35.0 kg,100.0 cm,"Steel,Poison","Overcoat,Slow Start"," Protects the Pokémon from weather damage., Temporarily halves Attack and Speed."," https://pokemondb.net/ability/overcoat, https://pokemondb.net/ability/slow-start",https://pokemondb.net/pokedex/varoom,Revavroom, #0966, https://pokemondb.net/pokedex/revavroom
Palafin,964,60.2 kg,130.0 cm,Water,"Zero to Hero,Zero to Hero"," Transforms into its Hero Form when switching out., Transforms into its Hero Form when switching out."," https://pokemondb.net/ability/zero-to-hero, https://pokemondb.net/ability/zero-to-hero",https://pokemondb.net/pokedex/palafin,,,
Finizen,963,60.2 kg,130.0 cm,Water,Water Veil, Prevents the Pokémon from getting a burn., https://pokemondb.net/ability/water-veil,https://pokemondb.net/pokedex/finizen,Palafin, #0964, https://pokemondb.net/pokedex/palafin
Bombirdier,962,42.9 kg,150.0 cm,"Flying,Dark","Big Pecks,Keen Eye,Rocky Payload"," Protects the Pokémon from Defense-lowering attacks., Prevents other Pokémon from lowering accuracy., Powers up Rock-type moves."," https://pokemondb.net/ability/big-pecks, https://pokemondb.net/ability/keen-eye, https://pokemondb.net/ability/rocky-payload",https://pokemondb.net/pokedex/bombirdier,,,
Wugtrio,961,5.4 kg,120.0 cm,Water,"Gooey,Rattled,Sand Veil"," Contact with the Pokémon lowers the attacker's Speed stat., Bug, Ghost or Dark type moves scare it and boost its Speed., Boosts the Pokémon's evasion in a sandstorm."," https://pokemondb.net/ability/gooey, https://pokemondb.net/ability/rattled, https://pokemondb.net/ability/sand-veil",https://pokemondb.net/pokedex/wugtrio,,,
Capsakid,951,3.0 kg,30.0 cm,Grass,"Chlorophyll,Insomnia,Klutz"," Boosts the Pokémon's Speed in sunshine., Prevents the Pokémon from falling asleep., The Pokémon can't use any held items."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/insomnia, https://pokemondb.net/ability/klutz",https://pokemondb.net/pokedex/capsakid,Scovillain, #0952, https://pokemondb.net/pokedex/scovillain
Toedscruel,949,58.0 kg,190.0 cm,"Ground,Grass",Mycelium Might," Status moves go last, but are not affected by the opponent's ability.", https://pokemondb.net/ability/mycelium-might,https://pokemondb.net/pokedex/toedscruel,,,
Toedscool,948,33.0 kg,90.0 cm,"Ground,Grass",Mycelium Might," Status moves go last, but are not affected by the opponent's ability.", https://pokemondb.net/ability/mycelium-might,https://pokemondb.net/pokedex/toedscool,Toedscruel, #0949, https://pokemondb.net/pokedex/toedscruel
Scovillain,952,15.0 kg,90.0 cm,"Grass,Fire","Chlorophyll,Insomnia,Moody"," Boosts the Pokémon's Speed in sunshine., Prevents the Pokémon from falling asleep., Raises one stat and lowers another."," https://pokemondb.net/ability/chlorophyll, https://pokemondb.net/ability/insomnia, https://pokemondb.net/ability/moody",https://pokemondb.net/pokedex/scovillain,,,
Klawf,950,79.0 kg,130.0 cm,Rock,"Anger Shell,Shell Armor,Regenerator"," Lowers Defense/Sp. Def and raises Attack/Sp. Atk/Speed when HP drops below half., The Pokémon is protected against critical hits., Restores a little HP when withdrawn from battle."," https://pokemondb.net/ability/anger-shell, https://pokemondb.net/ability/shell-armor, https://pokemondb.net/ability/regenerator",https://pokemondb.net/pokedex/klawf,,,
Bramblin,946,0.6 kg,60.0 cm,"Grass,Ghost","Wind Rider,Infiltrator"," Takes no damage from wind moves, and boosts Attack if hit by one., Passes through the foe's barrier and strikes."," https://pokemondb.net/ability/wind-rider, https://pokemondb.net/ability/infiltrator",https://pokemondb.net/pokedex/bramblin,Brambleghast, #0947, https://pokemondb.net/pokedex/brambleghast
Grafaiai,945,27.2 kg,70.0 cm,"Poison,Normal","Unburden,Poison Touch,Prankster"," Raises Speed if a held item is used., May poison targets when a Pokémon makes contact., Gives priority to a status move."," https://pokemondb.net/ability/unburden, https://pokemondb.net/ability/poison-touch, https://pokemondb.net/ability/prankster",https://pokemondb.net/pokedex/grafaiai,,,
Brambleghast,947,6.0 kg,120.0 cm,"Grass,Ghost","Wind Rider,Infiltrator"," Takes no damage from wind moves, and boosts Attack if hit by one., Passes through the foe's barrier and strikes."," https://pokemondb.net/ability/wind-rider, https://pokemondb.net/ability/infiltrator",https://pokemondb.net/pokedex/brambleghast,,,
Shroodle,944,0.7 kg,20.0 cm,"Poison,Normal","Unburden,Pickpocket,Prankster"," Raises Speed if a held item is used., Steals an item when hit by another Pokémon., Gives priority to a status move."," https://pokemondb.net/ability/unburden, https://pokemondb.net/ability/pickpocket, https://pokemondb.net/ability/prankster",https://pokemondb.net/pokedex/shroodle,Grafaiai, #0945, https://pokemondb.net/pokedex/grafaiai
Mabosstiff,943,61.0 kg,110.00000000000001 cm,Dark,"Intimidate,Guard Dog,Stakeout"," Lowers the foe's Attack stat., Boosts Attack if intimidated, and prevents being forced to switch out., Deals double damage to Pokémon switching in."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/guard-dog, https://pokemondb.net/ability/stakeout",https://pokemondb.net/pokedex/mabosstiff,,,
Maschiff,942,16.0 kg,50.0 cm,Dark,"Intimidate,Run Away,Stakeout"," Lowers the foe's Attack stat., Enables a sure getaway from wild Pokémon., Deals double damage to Pokémon switching in."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/stakeout",https://pokemondb.net/pokedex/maschiff,Mabosstiff, #0943, https://pokemondb.net/pokedex/mabosstiff
Garganacl,934,240.0 kg,229.99999999999997 cm,Rock,"Purifying Salt,Sturdy,Clear Body"," Protects from status conditions and halves damage from Ghost-type moves., It cannot be knocked out with one hit., Prevents other Pokémon from lowering its stats."," https://pokemondb.net/ability/purifying-salt, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/clear-body",https://pokemondb.net/pokedex/garganacl,,,
Bellibolt,939,113.0 kg,120.0 cm,Electric,"Electromorphosis,Static,Damp"," Doubles power of the next Electric-type move when hit by an attack., Contact with the Pokémon may cause paralysis., Prevents the use of self-destructing moves."," https://pokemondb.net/ability/electromorphosis, https://pokemondb.net/ability/static, https://pokemondb.net/ability/damp",https://pokemondb.net/pokedex/bellibolt,,,
Kilowattrel,941,38.6 kg,140.0 cm,"Electric,Flying","Wind Power,Volt Absorb,Competitive"," Doubles power of the next Electric-type move used, when hit by a wind move., Restores HP if hit by an Electric-type move., Sharply raises Special Attack when the Pokémon's stats are lowered."," https://pokemondb.net/ability/wind-power, https://pokemondb.net/ability/volt-absorb, https://pokemondb.net/ability/competitive",https://pokemondb.net/pokedex/kilowattrel,,,
Armarouge,936,85.0 kg,150.0 cm,"Fire,Psychic","Flash Fire,Weak Armor"," It powers up Fire-type moves if it's hit by one., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/flash-fire, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/armarouge,,,
Ceruledge,937,62.0 kg,160.0 cm,"Fire,Ghost","Flash Fire,Weak Armor"," It powers up Fire-type moves if it's hit by one., Physical attacks lower Defense and raise Speed."," https://pokemondb.net/ability/flash-fire, https://pokemondb.net/ability/weak-armor",https://pokemondb.net/pokedex/ceruledge,,,
Charcadet,935,10.5 kg,60.0 cm,Fire,"Flash Fire,Flame Body"," It powers up Fire-type moves if it's hit by one., Contact with the Pokémon may burn the attacker."," https://pokemondb.net/ability/flash-fire, https://pokemondb.net/ability/flame-body",https://pokemondb.net/pokedex/charcadet,,,
Wattrel,940,3.6 kg,40.0 cm,"Electric,Flying","Wind Power,Volt Absorb,Competitive"," Doubles power of the next Electric-type move used, when hit by a wind move., Restores HP if hit by an Electric-type move., Sharply raises Special Attack when the Pokémon's stats are lowered."," https://pokemondb.net/ability/wind-power, https://pokemondb.net/ability/volt-absorb, https://pokemondb.net/ability/competitive",https://pokemondb.net/pokedex/wattrel,Kilowattrel, #0941, https://pokemondb.net/pokedex/kilowattrel
Tadbulb,938,0.4 kg,30.0 cm,Electric,"Own Tempo,Static,Damp"," Prevents the Pokémon from becoming confused., Contact with the Pokémon may cause paralysis., Prevents the use of self-destructing moves."," https://pokemondb.net/ability/own-tempo, https://pokemondb.net/ability/static, https://pokemondb.net/ability/damp",https://pokemondb.net/pokedex/tadbulb,Bellibolt, #0939, https://pokemondb.net/pokedex/bellibolt
Naclstack,933,105.0 kg,60.0 cm,Rock,"Purifying Salt,Sturdy,Clear Body"," Protects from status conditions and halves damage from Ghost-type moves., It cannot be knocked out with one hit., Prevents other Pokémon from lowering its stats."," https://pokemondb.net/ability/purifying-salt, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/clear-body",https://pokemondb.net/pokedex/naclstack,Garganacl, #0934," https://pokemondb.net/pokedex/naclstack, https://pokemondb.net/pokedex/garganacl"
Dachsbun,927,14.9 kg,50.0 cm,Fairy,"Well-Baked Body,Aroma Veil"," Immune to Fire-type moves, and Defense is sharply boosted., Protects allies from attacks that limit their move choices."," https://pokemondb.net/ability/well-baked-body, https://pokemondb.net/ability/aroma-veil",https://pokemondb.net/pokedex/dachsbun,,,
Fidough,926,10.9 kg,30.0 cm,Fairy,"Own Tempo,Klutz"," Prevents the Pokémon from becoming confused., The Pokémon can't use any held items."," https://pokemondb.net/ability/own-tempo, https://pokemondb.net/ability/klutz",https://pokemondb.net/pokedex/fidough,Dachsbun, #0927, https://pokemondb.net/pokedex/dachsbun
Nacli,932,16.0 kg,40.0 cm,Rock,"Purifying Salt,Sturdy,Clear Body"," Protects from status conditions and halves damage from Ghost-type moves., It cannot be knocked out with one hit., Prevents other Pokémon from lowering its stats."," https://pokemondb.net/ability/purifying-salt, https://pokemondb.net/ability/sturdy, https://pokemondb.net/ability/clear-body",https://pokemondb.net/pokedex/nacli,"Naclstack,Garganacl"," #0933, #0934"," https://pokemondb.net/pokedex/naclstack, https://pokemondb.net/pokedex/garganacl"
Arboliva,930,48.2 kg,140.0 cm,"Grass,Normal","Seed Sower,Harvest"," Turns the ground into Grassy Terrain when the Pokémon is hit by an attack., May create another Berry after one is used."," https://pokemondb.net/ability/seed-sower, https://pokemondb.net/ability/harvest",https://pokemondb.net/pokedex/arboliva,,,
Smoliv,928,6.5 kg,30.0 cm,"Grass,Normal","Early Bird,Harvest"," The Pokémon awakens quickly from sleep., May create another Berry after one is used."," https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/harvest",https://pokemondb.net/pokedex/smoliv,"Dolliv,Arboliva"," #0929, #0930"," https://pokemondb.net/pokedex/dolliv, https://pokemondb.net/pokedex/arboliva"
Pawmot,923,41.0 kg,90.0 cm,"Electric,Fighting","Volt Absorb,Natural Cure,Iron Fist"," Restores HP if hit by an Electric-type move., All status problems heal when it switches out., Boosts the power of punching moves."," https://pokemondb.net/ability/volt-absorb, https://pokemondb.net/ability/natural-cure, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/pawmot,,,
Squawkabilly,931,2.4 kg,60.0 cm,"Normal,Flying","Intimidate,Hustle,Guts,Intimidate,Hustle,Guts,Intimidate,Hustle,Sheer Force,Intimidate,Hustle,Sheer Force"," Lowers the foe's Attack stat., Boosts the Attack stat, but lowers accuracy., Boosts Attack if there is a status problem., Lowers the foe's Attack stat., Boosts the Attack stat, but lowers accuracy., Boosts Attack if there is a status problem., Lowers the foe's Attack stat., Boosts the Attack stat, but lowers accuracy., Removes added effects to increase move damage., Lowers the foe's Attack stat., Boosts the Attack stat, but lowers accuracy., Removes added effects to increase move damage."," https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/guts, https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/guts, https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/sheer-force, https://pokemondb.net/ability/intimidate, https://pokemondb.net/ability/hustle, https://pokemondb.net/ability/sheer-force",https://pokemondb.net/pokedex/squawkabilly,,,
Dolliv,929,11.9 kg,60.0 cm,"Grass,Normal","Early Bird,Harvest"," The Pokémon awakens quickly from sleep., May create another Berry after one is used."," https://pokemondb.net/ability/early-bird, https://pokemondb.net/ability/harvest",https://pokemondb.net/pokedex/dolliv,Arboliva, #0930," https://pokemondb.net/pokedex/dolliv, https://pokemondb.net/pokedex/arboliva"
Tandemaus,924,1.8 kg,30.0 cm,Normal,"Run Away,Pickup,Own Tempo"," Enables a sure getaway from wild Pokémon., The Pokémon may pick up items., Prevents the Pokémon from becoming confused."," https://pokemondb.net/ability/run-away, https://pokemondb.net/ability/pickup, https://pokemondb.net/ability/own-tempo",https://pokemondb.net/pokedex/tandemaus,,,
Maushold,925,2.8 kg,30.0 cm,Normal,"Friend Guard,Cheek Pouch,Technician,Friend Guard,Cheek Pouch,Technician"," Reduces damage done to allies., Restores additional HP when a Berry is consumed., Powers up the Pokémon's weaker moves., Reduces damage done to allies., Restores additional HP when a Berry is consumed., Powers up the Pokémon's weaker moves."," https://pokemondb.net/ability/friend-guard, https://pokemondb.net/ability/cheek-pouch, https://pokemondb.net/ability/technician, https://pokemondb.net/ability/friend-guard, https://pokemondb.net/ability/cheek-pouch, https://pokemondb.net/ability/technician",https://pokemondb.net/pokedex/maushold,,,
Spidops,918,16.5 kg,100.0 cm,Bug,"Insomnia,Stakeout"," Prevents the Pokémon from falling asleep., Deals double damage to Pokémon switching in."," https://pokemondb.net/ability/insomnia, https://pokemondb.net/ability/stakeout",https://pokemondb.net/pokedex/spidops,,,
Pawmi,921,2.5 kg,30.0 cm,Electric,"Static,Natural Cure,Iron Fist"," Contact with the Pokémon may cause paralysis., All status problems heal when it switches out., Boosts the power of punching moves."," https://pokemondb.net/ability/static, https://pokemondb.net/ability/natural-cure, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/pawmi,"Pawmo,Pawmot"," #0922, #0923"," https://pokemondb.net/pokedex/pawmo, https://pokemondb.net/pokedex/pawmot"
Pawmo,922,6.5 kg,40.0 cm,"Electric,Fighting","Volt Absorb,Natural Cure,Iron Fist"," Restores HP if hit by an Electric-type move., All status problems heal when it switches out., Boosts the power of punching moves."," https://pokemondb.net/ability/volt-absorb, https://pokemondb.net/ability/natural-cure, https://pokemondb.net/ability/iron-fist",https://pokemondb.net/pokedex/pawmo,Pawmot, #0923," https://pokemondb.net/pokedex/pawmo, https://pokemondb.net/pokedex/pawmot"
Tarountula,917,4.0 kg,30.0 cm,Bug,"Insomnia,Stakeout"," Prevents the Pokémon from falling asleep., Deals double damage to Pokémon switching in."," https://pokemondb.net/ability/insomnia, https://pokemondb.net/ability/stakeout",https://pokemondb.net/pokedex/tarountula,Spidops, #0918, https://pokemondb.net/pokedex/spidops
Lokix,920,17.5 kg,100.0 cm,"Bug,Dark","Swarm,Tinted Lens"," Powers up Bug-type moves in a pinch., Powers up “not very effective” moves."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/tinted-lens",https://pokemondb.net/pokedex/lokix,,,
Nymble,919,1.0 kg,20.0 cm,Bug,"Swarm,Tinted Lens"," Powers up Bug-type moves in a pinch., Powers up “not very effective” moves."," https://pokemondb.net/ability/swarm, https://pokemondb.net/ability/tinted-lens",https://pokemondb.net/pokedex/nymble,Lokix, #0920, https://pokemondb.net/pokedex/lokix
Oinkologne,916,120.0 kg,100.0 cm,Normal,"Lingering Aroma,Gluttony,Thick Fat,Aroma Veil,Gluttony,Thick Fat"," Contact changes the attacker's Ability to Lingering Aroma., Encourages the early use of a held Berry., Ups resistance to Fire- and Ice-type moves., Protects allies from attacks that limit their move choices., Encourages the early use of a held Berry., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net/ability/lingering-aroma, https://pokemondb.net/ability/gluttony, https://pokemondb.net/ability/thick-fat, https://pokemondb.net/ability/aroma-veil, https://pokemondb.net/ability/gluttony, https://pokemondb.net/ability/thick-fat",https://pokemondb.net/pokedex/oinkologne,,,
Lechonk,915,10.2 kg,50.0 cm,Normal,"Aroma Veil,Gluttony,Thick Fat"," Protects allies from attacks that limit their move choices., Encourages the early use of a held Berry., Ups resistance to Fire- and Ice-type moves."," https://pokemondb.net/ability/aroma-veil, https://pokemondb.net/ability/gluttony, https://pokemondb.net/ability/thick-fat",https://pokemondb.net/pokedex/lechonk,,,
Quaquaval,914,61.9 kg,180.0 cm,"Water,Fighting","Torrent,Moxie"," Powers up Water-type moves in a pinch., Boosts Attack after knocking out any Pokémon."," https://pokemondb.net/ability/torrent, https://pokemondb.net/ability/moxie",https://pokemondb.net/pokedex/quaquaval,,,
Skeledirge,911,326.5 kg,160.0 cm,"Fire,Ghost","Blaze,Unaware"," Powers up Fire-type moves in a pinch., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/blaze, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/skeledirge,,,
Crocalor,910,30.7 kg,100.0 cm,Fire,"Blaze,Unaware"," Powers up Fire-type moves in a pinch., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/blaze, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/crocalor,Skeledirge, #0911," https://pokemondb.net/pokedex/crocalor, https://pokemondb.net/pokedex/skeledirge"
Fuecoco,909,9.8 kg,40.0 cm,Fire,"Blaze,Unaware"," Powers up Fire-type moves in a pinch., Ignores any stat changes in the Pokémon."," https://pokemondb.net/ability/blaze, https://pokemondb.net/ability/unaware",https://pokemondb.net/pokedex/fuecoco,"Crocalor,Skeledirge"," #0910, #0911"," https://pokemondb.net/pokedex/crocalor, https://pokemondb.net/pokedex/skeledirge"
Quaxwell,913,21.5 kg,120.0 cm,Water,"Torrent,Moxie"," Powers up Water-type moves in a pinch., Boosts Attack after knocking out any Pokémon."," https://pokemondb.net/ability/torrent, https://pokemondb.net/ability/moxie",https://pokemondb.net/pokedex/quaxwell,Quaquaval, #0914," https://pokemondb.net/pokedex/quaxwell, https://pokemondb.net/pokedex/quaquaval"
Quaxly,912,6.1 kg,50.0 cm,Water,"Torrent,Moxie"," Powers up Water-type moves in a pinch., Boosts Attack after knocking out any Pokémon."," https://pokemondb.net/ability/torrent, https://pokemondb.net/ability/moxie",https://pokemondb.net/pokedex/quaxly,"Quaxwell,Quaquaval"," #0913, #0914"," https://pokemondb.net/pokedex/quaxwell, https://pokemondb.net/pokedex/quaquaval"
Meowscarada,908,31.2 kg,150.0 cm,"Grass,Dark","Overgrow,Protean"," Powers up Grass-type moves in a pinch., Changes the Pokémon's type to its last used move."," https://pokemondb.net/ability/overgrow, https://pokemondb.net/ability/protean",https://pokemondb.net/pokedex/meowscarada,,,
